title,content,tokens
Page 126,"Beyond Good and Evil moral judgments; and this includes the countries under Europe’s inﬂu- ence. People in Europe clearly know what Socrates claimed not to know , and what that famous old snake once promised to teach, – people thesedays “know” what is good and evil. Now it must sound harsh and strikethe ear quite badly when we keep insisting on the following point: whatit is that claims to know here, what gloriﬁes itself with its praise andreproach and calls itself good is the instinct of the herd animal man,which has come to the fore, gaining and continuing to gain predominanceand supremacy over the other instincts, in accordance with the growingphysiological approach and approximation whose symptom it is. Moral- ity in Europe these days is the morality of herd animals : – and therefore, as we understand things, it is only one type of human morality besidewhich, before which, and after which many other (and especially higher ) moralities are or should be possible. But this morality ﬁghts tooth andnail against such a “possibility” and such a “should”: it stubbornly and ruthlessly declares “I am morality itself and nothing else is moral!” And infact, with the aid of a religion that indulged and ﬂattered the loftiest herddesires, things have reached the point where this morality is increasinglyapparent in even political and social institutions: the democratic move- ment is the heir to Christianity . But there are indications that the tempoof this morality is still much too slow and lethargic for those who have lesspatience, those who are sick or addicted to the above-mentioned instinct.This is attested to by the increasingly frantic howling, the increasinglyundisguised snarling of the anarchist dogs that now wander the alleywaysof European culture, in apparent opposition to the peaceable and indus-trious democrats and ideologists of revolution, and still more to the sillyphilosophasters and brotherhood enthusiasts who call themselves social-ists and want a “free society .” But, in fact, they are one and all united in thorough and instinctive hostility towards all forms of society besidesthat of the autonomous herd (even to the point of rejecting the concepts of “master” and “slave” – ni dieu ni maˆ ıtre reads a socialist formula –); they are united in their dogged opposition to any special claims, special rights,or privileges (which means, in the last analysis, that they are opposedtoany rights: since when everyone is equal, no one will need “rights” anymore –); they are united in their mistrust of punitive justice (as if itwere a violation of those who are weaker, a wrong against the necessary Neither God nor master. ",625
Page 127,"On the natural history of morals result of all earlier societies –); but they are likewise united in the religion of pity , in sympathy for whatever feels, lives, suffers (down to the animaland up to “God”: – the excessive notion of “pity for God” belongs in a democratic age –); they are all united in the cries and the impatience ofpity , in deadly hatred against suffering in general, in the almost feminineinability to sit watching, to letsuffering happen; they are united in the way they involuntarily raise the general level of sensitivity and gloom un-der whose spell Europe seems threatened with a new Buddhism; they areunited in their faith in the morality of communal pity , as if it were morality in itself, the height, the achieved height of humanity , the sole hope for the future, the solace of the present, the great redemptio n of all guilt from the past: – they are all united in their faith in the community as Redeemer , which is to say: in the herd, in “themselves” ...  W e who have a different faith –, we who consider the democratic move- ment to be not merely an abased form of political organization, but ratheran abased (more speciﬁcally a diminished) form of humanity , a medioc-ritization and depreciation of humanity in value: where do weneed to reach with our hopes? – Towards new philosophers , there is no alterna- tive; towards spirits who are strong and original enough to give impetusto opposed valuations and initiate a revaluation and reversal of “eternalvalues”; towards those sent out ahead; towards the men of the future whoin the present tie the knots and gather the force that compels the will ofmillennia into new channels. To teach humanity its future as its will ,a s dependent on a human will, to prepare for the great risk and wholesaleattempt at breeding and cultivation and so to put an end to the grue-some rule of chance and nonsense that has passed for “history” so far (the nonsense of the “greatest number” is only its latest form): a newtype of philosopher and commander will be needed for this some day , andwhatever hidden, dreadful, or benevolent spirits have existed on earth willpale into insigniﬁcance beside the image of this type. The image of suchleaders hovers before our eyes: – may I say this out loud, you free spirits? The conditions that would have to be partly created and partly exploitedfor them to come into being; the probable paths and trials that wouldenable a soul to grow tall and strong enough to feel the compulsion for these tasks; a revaluation of values whose new pressure and hammer will ",604
Page 128,"Beyond Good and Evil steel a conscience and transform a heart into bronze to bear the weight of a responsibility like this; and, on the other hand, the necessity of suchleaders, the terrible danger that they could fail to appear or simply failand degenerate – these are our real worries and dark clouds, do you know this, you free spirits? These are the heavy , distant thoughts and stormsthat traverse the sky of our lives. There are few pains as intense as ever having seen, guessed, or sympathized while an extraordinary person ranoff course and degenerated: but someone with an uncommon eye for theoverall danger that “humanity” itself will degenerate , someone like us, who has recognized the outrageous contingency that has been playing gameswith the future of humanity so far – games in which no hand and not even a “ﬁnger of God” has taken part! – someone who has sensed the disas- ter that lies hidden in the idiotic guilelessness and credulity of “modern ideas,” and still more in the whole of Christian-European morality: some-one like this will suffer from an unparalleled sense of alarm. In a singleglance he will comprehend everything that could be bred from humanity , given a favorable accumulation and intensiﬁcation of forces and tasks; hewill know with all the prescience of his conscience how humanity has stillnot exhausted its greatest possibilities, and how often the type man hasalready faced mysterious decisions and new paths: – he will know evenbetter, from his most painful memories, the sorts of miserable things thatgenerally shatter, crush, sink, and turn a development of the highest rankinto a miserable affair. The total degeneration of humanity down to what today’s socialist fools and nitwits see as their “man of the future” – as their ideal! – this degeneration and diminution of humanity into the perfectherd animal (or, as they say , into man in a “free society”), this brutal-izing process of turning humanity into stunted little animals with equalrights and equal claims is no doubt possible ! Anyone who has ever thought this possibility through to the end knows one more disgust than othermen, – and perhaps a new task as well! ... ",483
Page 129,"Part  W e scholars  At the risk that moralizing will prove once again to be what it always was (namely , an undismayed montrer ses plaies ,in the words of Balzac), I will dare to speak out against an inappropriate and harmful shift in the rankorder between science and philosophy; this shift has gone completely un-noticed and now threatens to settle in with what looks like the clearest ofconsciences. I mean: people need to speak from experience (and experience always seems to mean bad experience, doesn’t it?) when it comes to suchlofty questions of rank, or else they are like blind people talking aboutcolors or like women and artists speaking out against science (“Oh, this awful science,” their instincts and shame will sigh, “it always gets to thebottom of things!” –). The scientiﬁc man’s declaration of independence, his emancipation from philosophy , is one of the more subtle effects of thedemocratic way of life (and death): this self-gloriﬁcation and presumptu-ousness of the scholar is in the full bloom of spring, ﬂowering everywhereyou look, – which isn’t to say that this self-importance has a pleasant smell.“ Away with all masters!” – that’s what the rabble instinct wants, even here.And now that science has been so utterly successful in fending off theol-ogy , after having been its “handmaiden” for far too long, it is so high inspirits and low on sense that it wants to lay down laws for philosophy and,for once, play at being “master” – what am I saying! play at being philoso- pher . My memory (the memory of a scientiﬁc man, if you will!) is teeming with the arrogantly naive comments about philosophy and philosophersthat I have heard from young natural scientists and old physicians (not to “Showing one’s wounds.” ",464
Page 130,"Beyond Good and Evil mention from the most erudite and conceited scholars of all, the philol- ogists and schoolmen, who are both by profession –). Sometimes it wasthe specialists and the pigeon-hole dwellers who instinctively resistedall synthetic tasks and skills; at other times it was the diligent workerswho smelled the otium and the noble opulence of the philosopher’s psy- chic economy and consequently felt themselves restricted and belittled.Sometimes it was that color-blindness of utilitarian-minded people whoconsidered philosophy to be just a series of refuted systems and a waste- ful expenditure that never did anybody “any good.” Sometimes a fear ofdisguised mysticism and changes to the limits of knowledge sprang up; atother times, there was disdain for particular philosophers that had unwit-tingly become a disdain for philosophy in general. In the end, I have foundthat what usually lies behind young scholars’ arrogant devalorizations ofphilosophy is the nasty after-effect of some philosopher himself. Thesescholars had, for the most part, stopped listening to this philosopher, butwithout having emerged from under the spell of his dismissive valuationsof other philosophers: – and this resulted in a generalized ill will againstall philosophy . (The after-affects of Schopenhauer on Germany in themost recent past seem to me an example of this sort of thing: – with hisunintelligent ranting against Hegel, he has caused the whole of the lastgeneration of Germans to break off its ties to German culture, a culturethat, all things considered, represented a supreme and divinatory reﬁne-ment of the historical sense . But Schopenhauer was himself impoverished, insensitive, un-German to the point of genius on precisely this point.)Looking at the overall picture, the damage done to the respectability ofphilosophy might be primarily due to the human, all-too-human, and,in short, miserable condition of more recent philosophy itself, which has held open the door to the rabble instinct. W e have to admit the degreeto which our modern world has departed from the whole Heraclitean,Platonic, Empedoclean type (or whatever names all these princely andmagniﬁcent hermits of the spirit might have had); and with what justicea worthy man of science can feel that he is of a better type and a bet- ter lineage, given the sort of representatives of philosophy who, thanksto current fashions, are just as much talked up these days as they arewashed up (in Germany , for instance, the two lions of Berlin: the anar-chist Eugen D ¨uhring and the amalgamist Eduard von Hartmann). And Leisure. ",600
Page 131,"We scholars especially those hodgepodge philosophers who call themselves “philoso- phers of reality” or “positivists” – just the sight of them is enough to instill a dangerous mistrust in the soul of an ambitious young scholar.They are, at best, scholars and specialists themselves – you can just feelit! They have all been defeated but then brought back under the domi- nation of science; they had wanted something more of themselves at one time (without any right to this “more” and its responsibility) – and now ,in word and in deed, they respectably , wrathfully , vengefully represent askepticism concerning philosophy’s master task and authority . In the end: how could it be any other way! Science is thriving these days, its goodconscience shines in its face; meanwhile whatever state recent philosophyhas gradually sunk to, whatever is left of philosophy today , inspires mis-trust and displeasure, if not ridicule and pity . A philosophy reduced to“epistemology ,” which is really no more than a timid epochism and doc-trine of abstinence; a philosophy that does not even get over the thresholdand scrupulously denies itself the right of entry – that is a philosophy in its last gasps, an end, an agony , something to be pitied. How could such aphilosophy – dominate ?  There are so many different kinds of dangers involved in the development of a philosopher these days that it can be doubted whether this fruit is stillcapable of ripening at all. The height and width of the tower of science havegrown to be so monstrously vast that the philosopher is that much morelikely to become exhausted before he has even ﬁnished his education, orto let himself grab hold of something and “specialize.” And so he is never at his best, never reaches a high point in his development from which hewould be able to look over, look around, and look down . Or he gets there too late, when he is already past his prime and his strength has startedto fade; or he gets there disabled, having become coarse and degenerate,so that his gaze, his overall value judgment is largely meaningless. Per-haps the very reﬁnement of his intellectual conscience lets him hesitateand be slowed down while underway; he is afraid of being seduced intobecoming a dilettante, a millipede with a thousand feet and a thousandfeelers; he knows too well that someone who has lost his self-respect willno longer command or lead , even in the ﬁeld of knowledge: unless he wants to become a great actor, a philosophical Cagliostro and rabble-rouser of ",590
Page 132,"Beyond Good and Evil spirits, in short, a seducer. In the end, this is a question of taste, even if it is not a question of conscience. And just to double the philosopher’sdifﬁculties again, there is the additional fact that he demands a judgmentof himself, a Y es or a No, not about science but about life and the valueof life. It is only with reluctance that he comes to believe he has a rightor even a duty to render this sort of a judgment, and he has to draw onthe most wide-ranging (and perhaps the most disturbing and destructive)experiences so that he can look – hesitantly , skeptically , silently – for apath to this right and this belief. In fact, the masses have misjudged andmistaken the philosopher for a long time, sometimes confusing him withthe scientiﬁc man and ideal scholar, and sometimes with the religiously elevated, desensualized, desecularized enthusiasts and intoxicated men of God. If you hear anyone praised these days for living “wisely” or “like a philosopher” it basically just means he is “clever and keeps out of the way .” To the rabble, wisdom seems like a kind of escape, a device or trickfor pulling yourself out of the game when things get rough. But the realphilosopher (and isn’t this how it seems to us, my friends?) lives “un- philosophically ,” “unwisely ,” in a manner which is above all not clever , and feels the weight and duty of a hundred experiments and temptations  of life: – he constantly puts himself at risk, he plays therough game ...  Compared to a genius, which is to say: compared to a being that either begets orgives birth (taking both words in their widest scope –), the scholar, the average man of science, is somewhat like an old maid. Like her, he hasno expertise in the two most valuable acts performed by humanity . And,as a sort of compensation, both the scholar and the old maid are admittedto be respectable – respectability is always emphasized – although in both cases we are annoyed by the obligatory nature of this admission. Letus look more closely: what is the scientiﬁc man? In the ﬁrst place, heis an ignoble type of person with the virtues that an ignoble type willhave: this type is not dominant, authoritative, or self-sufﬁcient. He isindustrious, he is patiently lined up in an orderly array , he is regularand moderate in his abilities and needs, he has an instinct for his ownkind and for the needs of his kind. These needs include: that piece of In German: Versuchen und Versuchungen (see note ,p .above). ",640
Page 133,"We scholars independence and green pasture without which there is no quiet for him to work in, that claim to honor and acknowledgment (whose ﬁrst andforemost presupposition is recognition and being recognizable –), thatsunshine of a good name, that constant seal on his value and his utilitywhich is needed, time and again, in order to overcome the inner mistrust that lies at the bottom of the heart of all dependent men and herd animals.It is only fair that the scholar has the diseases and bad habits of an ignobletype as well. He is full of petty jealousies and has eyes like a hawk for thebase aspects of natures whose heights he cannot attain. He is friendly , butonly like someone who lets himself go without letting himself really ﬂow out; and just when he is standing in front of people who really do ﬂow out, he will act all the more cold and reserved, – at times like this, his eye is like a smooth and unwilling lake that will no longer allow a singleripple of joy or sympathy . The worst and most dangerous thing that ascholar is capable of doing comes from his type’s instinct for mediocrity:from that Jesuitism of mediocrity that instinctively works towards theannihilation of the exceptional man and tries to break every taut bowor – even better! – to unbend it. Unbending it with consideration, and, of course, a gentle hand –, unbending it with friendly pity: that is the true art of Jesuitism, which has always known how to introduce itself as a religionof pity . –  However gratefully we might approach the objective spirit – and who hasn’t been sick to death at least once of everything subjective, with its damnedipsissimosity ! – nevertheless, in the end we even have to be cautious of our gratitude, and put an end to the exaggerated terms in which people haverecently been celebrating the desubjectivization and depersoniﬁcation ofspirit, as if this were some sort of goal in itself, some sort of redemption ortransﬁguration. This kind of thing tends to happen within the pessimistschool, which has reasons of its own for regarding “disinterested know-ing” with the greatest respect. The objective man who no longer swearsor complains like the pessimist does, the ideal scholar who expresses the scientiﬁc instinct as it ﬁnally blossoms and blooms all the way (after thingshave gone partly or wholly wrong a thousand times over) – he is certainly Nietzsche’s coinage from the Latin “ ipsissima ” meaning “very own.” ",587
Page 134,"Beyond Good and Evil one of the most expensive tools there is: but he belongs in the hands of someone more powerful. He is only a tool, we will say: he is a mirror ,–h e is not an “end in himself.” The objective man is really a mirror: he is usedto subordinating himself in front of anything that wants to be known,without any other pleasure than that of knowing, of “mirroring forth.”He waits until something comes along and then spreads himself gentlytowards it, so that even light footsteps and the passing by of a ghostlybeing are not lost on his surface and skin. He has so thoroughly becomea passageway and reﬂection of strange shapes and events, that whateveris left in him of a “person” strikes him as accidental, often arbitrary , andstill more often as disruptive. It takes an effort for him to think back on“himself,” and he is not infrequently mistaken when he does. He easily confuses himself with others, he is wrong about his own basic needs, and this is the only respect in which he is crude and careless. Maybe his healthis making him suffer, or the pettiness and provincial airs of a wife or afriend, or the lack of companions and company , – all right then, he makeshimself think about his sufferings: but to no avail! His thoughts have al-ready wandered off, towards more general issues, and by the next day he does not know how to help himself any more than he knew the day before.He has lost any serious engagement with the issue as well as the time tospend on it: he is cheerful, not for lack of needs but for lack of hands to grasp hisneediness. The obliging manner in which he typically approaches things and experiences, the sunny and natural hospitality with which heaccepts everything that comes at him, his type of thoughtless goodwill,of dangerous lack of concern for Y eses and Noes: oh, there are plenty oftimes when he has to pay for these virtues of his! – and being human, he all too easily becomes the caput mortuum of these virtues. If you want him to love or hate (I mean love and hate as a god, woman, or animal wouldunderstand the terms –) he will do what he can and give what he can. Butdo not be surprised if it is not much, – if this is where he comes across as fake, fragile, questionable, and brittle. His love is forced, his hatredartiﬁcial and more like un tour de force , a little piece of vanity and exagger- ation. He is sincere only to the extent that he is allowed to be objective:he is “nature” and “natural” only in his cheerful totality . His mirror-like soul is forever smoothing itself out; it does not know how to afﬁrm ornegate any more. He does not command; and neither does he destroy . W orthless residue. ",654
Page 135,"We scholars “Je ne m´ eprise presque rien ,”he says with Leibniz: that presque should not be overlooked or underestimated! He is no paragon of humanity; he doesnot go in front of anyone or behind. In general, he puts himself at toogreat a distance to have any basis for choosing between good or evil. Ifpeople have mistaken him for a philosopher for so long, for a Caesar-like man who cultivates and breeds, for the brutal man of culture – then theyhave paid him much too high an honor and overlooked what is mostessential about him, – he is a tool, a piece of slave (although, without adoubt, the most sublime type of slave) but nothing in himself, – presque rien ! The objective person is a tool, an expensive measuring instrument and piece of mirror art that is easily injured and spoiled and should behonored and protected; but he is not a goal, not a departure or a fresh start,he is not the sort of complementary person in which the rest of existence justiﬁes itself. He is not a conclusion – and still less a beginning, begetteror ﬁrst cause; there is nothing tough, powerful or self-supporting thatwants to dominate. Rather, he is only a gentle, brushed-off, reﬁned, agilepot of forms, who ﬁrst has to wait for some sort of content or substancein order “to shape” himself accordingly , – he is generally a man without substance or content, a “selﬂess” man. And consequently , in parenthesi , nothing for women. –  When a philosopher these days makes it known that he is not a skep-tic, – and I hope that this could be detected in the account of the objective spirit just given – everyone gets upset. People look at him apprehensively ,they have so many questions, questions ...in fact, frightened eavesdrop- pers (and there are crowds of them these days) will begin to considerhim dangerous. It is as if they could hear, in his rejection of skepticism,some sort of evil and ominous sound in the distance, as if a new explosivewere being tested somewhere, a dynamite of the spirit, perhaps a newlydiscovered Russian nihiline , a pessimism bonae voluntatisthat does not justsay No or will No, but – the very thought is terrible! – does N o .I ti s generally acknowledged nowadays that no tranquilizer or sedative works “I despise almost nothing.” In lines that follow , presque means “almost” and presque rien means “almost nothing.” A neologism coined from “nihilism.” Of goodwill. ",620
Page 136,"Beyond Good and Evil better against this type of “goodwill ” – a will to the actual, violent nega- tion of life – than skepticism, the soft, sweet, soothing, poppy ﬂower of skepticism; and even Hamlet is prescribed by physicians today as a pro- tection against “spirit” and its underground rumblings. “ Aren’t people’sears already ﬁlled with enough bad sounds?” the skeptic asks, being a friend of peace and almost a type of security police: “This subterraneanNo is awful! Be quiet already , you pessimistic moles!” Which is to say: theskeptic, that gentle creature, is all too easily frightened. His consciencehas been trained to jump at every no, or even at a decisive and hardenedyes, and to feel it like a bite. Y es! and No! – this is contrary to morality , as far as he is concerned. Conversely , he loves to treat his virtues to a feast ofnoble abstinence, when, for instance, he says, with Montaigne: “What do I know?” Or with Socrates: “I know that I don’t know anything.” Or “I don’ttrust myself here, there aren’t any doors open to me.” Or: “Even if onewere open, why go in right away!” Or: “What good are rash hypotheses?It might very well be good taste not to formulate any hypotheses at all.When something is crooked, do you people really need to straighten itright away? or plug something into every hole? Isn’t there plenty of timefor that? Doesn’t time have plenty of time? Oh, you ﬁends, why can’t you justwait a while? Even uncertainty has its charms, even the Sphinx is a Circe, even Circe was a philosopher.” – This is how a skeptic comfortshimself; and it is true that he needs some comfort. Skepticism is the mostspiritual expression of a certain complex physiological condition which inlayman’s terms is called weak nerves or a sickly constitution. It originateswhenever races or classes that have been separated for a long time aresuddenly and decisively interbred. The different standards and values,as it were, get passed down through the bloodline to the next generationwhere everything is in a state of restlessness, disorder, doubt, experimen-tation. The best forces have inhibitory effects, the virtues themselves donot let each other strengthen and grow , both body and soul lack a cen-ter of balance, a center of gravity and the assurance of a pendulum. Butwhat is most profoundly sick and degenerate about such hybrids is thewill : they no longer have any sense of independence in decision-making, or the bold feeling of pleasure in willing, – they doubt whether there is“freedom of will,” even in their dreams. Our contemporary Europe, thesite of an absurdly sudden experiment in the radical mixing of classes andconsequently of races, is therefore skeptical from its heights to its depths, sometimes with that agile kind of skepticism that leaps impatiently and ",700
Page 137,"We scholars licentiously from one branch to another; at other times it is gloomy like a cloud overloaded with question-marks – and often sick to death of itswill! Paralysis of the will: where won’t you ﬁnd this cripple today? And often how nicely dressed! How seductively dressed! This illness has theprettiest fancy-dress clothes and liar’s outﬁts. And most of what presentsitself in the shop windows these days as “objectivity ,” for instance, or “scientiﬁcity ,” “ l’art pour l’art ,” or “pure, will-less knowing,” is only dressed-up skepticism and paralysis of the will, – I will vouch for thisdiagnosis of the European disease. – The disease of the will has spreadunevenly across Europe. It appears greatest and most varied where theculture has been at home for the longest period of time; and it becomesincreasingly faint to the extent that “the barbarian” still – or once again – asserts his rights under the sagging robes of occidental cultivation. This is why the will is most sick in present-day France, a fact which can be logically concluded as easily as it can be palpably felt. France has alwayshad the brilliant historical sense to turn even disastrous changes of itsspirit into something charming and seductive. Now , it clearly indicatesits culturally dominant position within Europe by being the school andshowcase for all the magic spells of skepticism. The strength to will and,in fact, a will to will at length, is somewhat more vigorous in Germany ,and stronger in the north of Germany than in the center. It is consider-ably stronger in England, Spain, and Corsica; in one place it is bound upwith apathy , in another, with hard heads, – not to mention Italy , which is too young to know what it wants, and which ﬁrst needs to prove thatitcan will –. But it is the strongest of all and the most amazing in that vast intermediary zone where Europe, as it were, ﬂows back into Asia: inRussia. There, the strength to will has been laid aside and stored up overa long time; there, the will is waiting threateningly (uncertain whether asa will of negation or of afﬁrmation), to be discharged (to borrow a favoriteterm from today’s physicists). More than just Indian wars and Asian in-trigues might be needed to relieve Europe of its greatest danger – inner rebellions might be needed as well, the dispersion of the empire into smallbodies, and, above all, the introduction of parliamentary nonsense, addedto which would be the requirement that every man read his newspaperover breakfast. This is not something I am hoping for. I would preferthe opposite, – I mean the sort of increase in the threat Russia poses that “ Art for art’s sake.” ",655
Page 138,"Beyond Good and Evil would force Europe into choosing to become equally threatening and, speciﬁcally , to acquire a single will by means of a new caste that would rule over Europe, a long, terrible will of its own, that could give itselfmillennia-long goals: – so that the long, spun-out comedy of Europe’spetty provincialism and its dynastic as well as democratic fragmentationof the will could ﬁnally come to an end. The time for petty politics isover: the next century will bring the struggle for the domination of theearth – the compulsion to great politics.  The extent to which the new , warlike age that we Europeans have obvi- ously entered into may , perhaps, also be favorable to the development ofanother, stronger type of skepticism – for the time being, I would like torestrict my remarks on this matter to a parable that the friends of Germanhistory will already understand. That completely unscrupulous devoteeof tall, handsome grenadiers who, as king of Prussia, brought a militaryand skeptical genius into being (and with it, fundamentally , that new typeof German which is only now approaching in triumph), the questionable,mad father of Frederick the Great, had the grasp and lucky claw of a genius too, although on one point only: he knew what was missing inGermany in those days, and which lack was a hundred times more urgentand anxiety-provoking than the lack of something like education or socialdecorum, – his dislike for young Frederick came from the anguish of a profound instinct. Men were lacking ; and he suspected, to his most bit- ter distress, that his own son was not man enough. He was wrong aboutthis, but who wouldn’t have been wrong in his place? He saw his sonfalling prey to atheism, esprit , and the entertaining, happy-go-lucky spirit of clever Frenchmen: he saw that enormous bloodsucker, the spider ofskepticism, in the background, and he suspected the incurable misery of aheart that was no longer hard enough for evil or for good, of a shattered willthat no longer commanded, that was no longer able to command. Mean- while, however, a harsher and more dangerous new type of skepticism wasgrowing in his son (and who knows how much it was encouraged preciselybyhis father’s hatred and the icy melancholy of an isolated will?) – the Frederick William I. ",546
Page 139,"We scholars skepticism of a bold masculinity , which is most closely related to the genius for war and conquest, and which ﬁrst entered Germany in the shape ofthe great Frederick. This skepticism despises and nevertheless appropri-ates; it undermines and takes possession; it does not believe but does notdie out on this account; it gives the spirit a dangerous freedom, but issevere on the heart. The German form of skepticism (being a continued Frederickianism that has been intensiﬁed to the most spiritual degree)has put Europe under the dominion of German spirit with its critical andhistorical mistrust for a long time. Thanks to the unyielding strengthand tenacity in the masculine character of the great German philologistsand critical historians (seen properly , they were also all artists of decay and destruction), and in spite of all the romanticism in music and philosophy , anew concept of the German spirit is gradually emerging, and it clearly tends towards a masculine skepticism: it might be the intrepidity of thegaze, the courage and severity of the dissecting hand, or the tenacious willto dangerous voyages of discovery , to spiritualized North Pole expeditionsunder desolate and dangerous skies. Warm-blooded and superﬁcial hu-manitarians may have good reasons for crossing themselves in front ofthis spirit; cet esprit fataliste, ironique, m´ ephistoph´ elique as Michelet calls it, not without a shudder. But this “man” in the German spirit, whichhas awoken Europe from its “dogmatic slumber,” – if you want to un- derstand how distinctive the fear of this “man” really is, just rememberthe earlier conception that this one had to overcome, – and how it wasnot so long ago that a masculinized woman could dare, with boundless presumption, to commend the Germans to European sympathies as gen- tle, good-hearted, weak-willed, poetic fools. Y ou can really understandNapoleon’s surprise when he got to see Goethe: it showed what people had understood by the term “German spirit” for centuries. “ Voil`au n homme! ” – which was to say: “Now there’s a man ! And I’d only expected a German!” – “This fatalistic, ironical, Mephistophelian spirit.” An allusion to Kant’s claim in the Prolegomena zu einer jeden k¨ unftigen Metaphysik (Prolegomena to any Future Metaphysics )( ) that Hume’s empiricism awoke him from the dogmatic slumber of rationalism. Madame de Sta ¨el in her De l’Allemagne (On Germany )( ). See Goethe’s Unterredung mit Napoleon (Discussion with Napoleon )(October  ). ",718
Page 140,"Beyond Good and Evil  So, if something in the image of future philosophers makes us suspect that they will, perhaps, be skeptics (in the sense just mentioned), then it wouldonly indicate some aspect of them and notwho they themselves really are. They could be called critics with equal justiﬁcation; and they will certainlybe engaged in experiments. I have already laid particular emphasis on the notions of tempting, attempting, and the joy of experimenting in the namethat I have dared to christen them with: is this because, as critics in body and soul, they love to experiment in a new , perhaps broader, perhaps moredangerous sense? In their passion for knowledge, won’t they need to gofurther, with bold and painful experiments, than the faint-hearted, pam-pered taste of a democratic century can think proper? – Without a doubt:these coming philosophers will be least able to dispense with the qualitiesthat distinguish the critic from the skeptic – qualities that are rather seri-ous and by no means harmless. I mean: the certainty of value standards, theconscious implementation of a unity of method, a sly courage, a solitarystance, and capacity for responsibility . In fact, these philosophers admitto taking pleasure in saying no, in dissecting, and in a certain level-headed cruelty that knows how to guide a knife with assurance and subtlety , evenwhen the heart is bleeding. They will be more severe (and perhaps not always with themselves alone) than humane people might wish them tobe. They will not engage with “truth” in such a way that it “pleases” or“elevates” or “inspires” them; they will hardly believe that the truth ,o f all things, would keep the feelings this amused. These severe spirits willsmile when they hear someone say: “This thought elevates me: how couldit fail to be true?” Or: “This work charms me: how could it fail to be beau- tiful?” Or: “That artist ennobles me: how could he fail to be noble?” – they might be ready not just with a smile but with a genuine disgust for all theseover-enthusiasms, idealisms, femininities, hermaphrodisms. And anyonewho knows how to follow these spirits down into the secret chambers oftheir heart is not likely to discover any intention to reconcile “Christianfeelings” with “ancient taste” or with anything like “modern parliamen- tarianism” (although these sorts of conciliatory overtures are said to takeplace in our very uncertain and consequently very conciliatory century ,even among philosophers). These philosophers of the future will demand(and not only of themselves) critical discipline and every habit that leads tocleanliness and rigor in matters of the spirit. They might even wear these ",640
Page 141,"We scholars like a type of jewel they have on display , – nevertheless, they still do not want to be called critics. They think it is no small disgrace for philosophythese days, when people are so happy to announce: “Philosophy itself iscriticism and critical science – and nothing else whatsoever!” H owever much all the French and German positivists might approve of this eval-uation of philosophy (– and it might even have ﬂattered Kant’s heart and taste: just think of the titles of his major works –), our new philosopherswill nevertheless say: critics are tools of philosophy and that is preciselywhy , being tools, they are so far from being philosophers! Even the greatChinaman of K ¨onigsberg was only a great critic. –  I am going to insist that people ﬁnally stop mistaking philosophical la- borers and scientiﬁc men in general for philosophers, – that here, of all places, people be strict about giving “each his due” and not too much tothe one, and much too little to the other. In the course of his education,the genuine philosopher might have been required to stand on each of thesteps where his servants, the philosophical scientiﬁc laborers, have cometo a stop, – have had to come to a stop. Perhaps the philosopher has had to be a critic and a skeptic and a dogmatist and historian and, moreover,a poet and collector and traveler and guesser of riddles and moralist andseer and “free spirit” and practically everything, in order to run through the range of human values and value feelings and be able to gaze with many eyes and consciences from the heights into every distance, from thedepths up to every height, from the corner onto every expanse. But allthese are only preconditions for his task: the task itself has another will, –it calls for him to create values . The project for philosophical laborers on the noble model of Kant and Hegel is to establish some large class of givenvalues (which is to say: values that were once posited and created but have come to dominate and have been called “truths” for a long time) and press it into formulas, whether in the realm of logic orpolitics (morality) or art. It is up to these researchers to make everything that has happened or beenvalued so far look clear, obvious, comprehensible, and manageable, to ab-breviate everything long, even “time” itself, and to overwhelm the entire past. This is an enormous and wonderful task, in whose service any subtle An allusion to Kant, who spent his life in K ¨onigsberg. ",609
